chave,NOME,UF,GEOCOD_IBGE,COD_TSE,AJUSTE
sp marinopolis,MARINÓPOLIS,SP,3529104,66834,
sp martinopolis,MARTINÓPOLIS,SP,3529203,66850,
sp matao,MATÃO,SP,3529302,66877,
sp maua,MAUÁ,SP,3529401,66893,
sp mendonca,MENDONÇA,SP,3529500,66915,
sp meridiano,MERIDIANO,SP,3529609,66931,
sp mesopolis,MESÓPOLIS,SP,3529658,61964,
sp miguelopolis,MIGUELÓPOLIS,SP,3529708,66958,
sp mineiros do tiete,MINEIROS DO TIETÊ,SP,3529807,66974,
sp mira estrela,MIRA ESTRELA,SP,3530003,67016,
sp miracatu,MIRACATU,SP,3529906,66990,
sp mirandopolis,MIRANDÓPOLIS,SP,3530102,67032,
sp mirante do paranapanema,MIRANTE DO PARANAPANEMA,SP,3530201,67059,
sp mirassol,MIRASSOL,SP,3530300,67075,
sp mirassolandia,MIRASSOLÂNDIA,SP,3530409,67091,
sp mococa,MOCOCA,SP,3530508,67113,
sp mogi das cruzes,MOGI DAS CRUZES,SP,3530607,67130,
sp mogi guacu,MOGI GUAÇU,SP,3530706,67156,
sp mogi mirim,MOGI MIRIM,SP,3530805,67172,
sp mombuca,MOMBUCA,SP,3530904,67199,
sp moncoes,MONÇÕES,SP,3531001,67210,
sp mongagua,MONGAGUÁ,SP,3531100,67237,
sp monte alegre do sul,MONTE ALEGRE DO SUL,SP,3531209,67253,
sp monte alto,MONTE ALTO,SP,3531308,67270,
sp monte aprazivel,MONTE APRAZÍVEL,SP,3531407,67296,
sp monte azul paulista,MONTE AZUL PAULISTA,SP,3531506,67318,
sp monte castelo,MONTE CASTELO,SP,3531605,67334,
sp monte mor,MONTE MOR,SP,3531803,67377,
sp monteiro lobato,MONTEIRO LOBATO,SP,3531704,67350,
sp morro agudo,MORRO AGUDO,SP,3531902,67393,
sp morungaba,MORUNGABA,SP,3532009,67415,
sp motuca,MOTUCA,SP,3532058,61069,
sp murutinga do sul,MURUTINGA DO SUL,SP,3532108,67431,
sp nantes,NANTES,SP,3532157,62340,
sp narandiba,NARANDIBA,SP,3532207,67458,
sp natividade da serra,NATIVIDADE DA SERRA,SP,3532306,67474,
sp nazare paulista,NAZARÉ PAULISTA,SP,3532405,67490,
sp neves paulista,NEVES PAULISTA,SP,3532504,67512,
sp nhandeara,NHANDEARA,SP,3532603,67539,
sp nipoa,NIPOÃ,SP,3532702,67555,
sp nova alianca,NOVA ALIANÇA,SP,3532801,67571,
sp nova campina,NOVA CAMPINA,SP,3532827,61980,
sp nova canaa paulista,NOVA CANAÃ PAULISTA,SP,3532843,61425,
sp nova castilho,NOVA CASTILHO,SP,3532868,62367,
sp nova europa,NOVA EUROPA,SP,3532900,67598,
sp nova granada,NOVA GRANADA,SP,3533007,67610,
sp nova guataporanga,NOVA GUATAPORANGA,SP,3533106,67636,
sp nova independencia,NOVA INDEPENDÊNCIA,SP,3533205,67652,
sp nova luzitania,NOVA LUZITÂNIA,SP,3533304,67679,
sp nova odessa,NOVA ODESSA,SP,3533403,67695,
sp novais,NOVAIS,SP,3533254,61409,
sp novo horizonte,NOVO HORIZONTE,SP,3533502,67717,
sp nuporanga,NUPORANGA,SP,3533601,67733,
sp ocaucu,OCAUÇU,SP,3533700,67750,
sp oleo,ÓLEO,SP,3533809,67776,
sp olimpia,OLÍMPIA,SP,3533908,67792,
sp onda verde,ONDA VERDE,SP,3534005,67814,
sp oriente,ORIENTE,SP,3534104,67830,
sp orindiuva,ORINDIÚVA,SP,3534203,67857,
sp orlandia,ORLÂNDIA,SP,3534302,67873,
sp osasco,OSASCO,SP,3534401,67890,
sp oscar bressane,OSCAR BRESSANE,SP,3534500,67911,
sp osvaldo cruz,OSVALDO CRUZ,SP,3534609,67938,
sp ourinhos,OURINHOS,SP,3534708,67954,
sp ouro verde,OURO VERDE,SP,3534807,67970,
sp ouroeste,OUROESTE,SP,3534757,62383,
sp pacaembu,PACAEMBU,SP,3534906,67997,
sp palestina,PALESTINA,SP,3535002,68012,
sp palmares paulista,PALMARES PAULISTA,SP,3535101,68039,
sp palmeira doeste,PALMEIRA D'OESTE,SP,3535200,68055,
sp palmital,PALMITAL,SP,3535309,68071,
sp panorama,PANORAMA,SP,3535408,68098,
sp paraguacu paulista,PARAGUAÇU PAULISTA,SP,3535507,68110,
sp paraibuna,PARAIBUNA,SP,3535606,68136,
sp paraiso,PARAÍSO,SP,3535705,68152,
sp paranapanema,PARANAPANEMA,SP,3535804,68179,
sp paranapua,PARANAPUÃ,SP,3535903,68195,
sp parapua,PARAPUÃ,SP,3536000,68217,
sp pardinho,PARDINHO,SP,3536109,68233,
sp pariquera-acu,PARIQUERA-AÇU,SP,3536208,68250,
sp parisi,PARISI,SP,3536257,61824,
sp patrocinio paulista,PATROCÍNIO PAULISTA,SP,3536307,68276,
sp pauliceia,PAULICÉIA,SP,3536406,68292,
sp paulinia,PAULÍNIA,SP,3536505,68314,
sp paulistania,PAULISTÂNIA,SP,3536570,62405,
sp paulo de faria,PAULO DE FARIA,SP,3536604,68330,
sp pederneiras,PEDERNEIRAS,SP,3536703,68357,
sp pedra bela,PEDRA BELA,SP,3536802,68373,
sp pedranopolis,PEDRANÓPOLIS,SP,3536901,68390,
sp pedregulho,PEDREGULHO,SP,3537008,68411,
sp pedreira,PEDREIRA,SP,3537107,68438,
sp pedrinhas paulista,PEDRINHAS PAULISTA,SP,3537156,61247,
sp pedro de toledo,PEDRO DE TOLEDO,SP,3537206,68454,
sp penapolis,PENÁPOLIS,SP,3537305,68470,
sp pereira barreto,PEREIRA BARRETO,SP,3537404,68497,
sp pereiras,PEREIRAS,SP,3537503,68519,
sp peruibe,PERUÍBE,SP,3537602,68535,
sp piacatu,PIACATU,SP,3537701,68551,
sp piedade,PIEDADE,SP,3537800,68578,
sp pilar do sul,PILAR DO SUL,SP,3537909,68594,
sp pindamonhangaba,PINDAMONHANGABA,SP,3538006,68616,
sp pindorama,PINDORAMA,SP,3538105,68632,
sp pinhalzinho,PINHALZINHO,SP,3538204,68675,
sp piquerobi,PIQUEROBI,SP,3538303,68691,
sp piquete,PIQUETE,SP,3538501,68713,
sp piracaia,PIRACAIA,SP,3538600,68730,
sp piracicaba,PIRACICABA,SP,3538709,68756,
sp piraju,PIRAJU,SP,3538808,68772,
sp pirajui,PIRAJUÍ,SP,3538907,68799,
sp pirangi,PIRANGI,SP,3539004,68810,
sp pirapora do bom jesus,PIRAPORA DO BOM JESUS,SP,3539103,68837,
sp pirapozinho,PIRAPOZINHO,SP,3539202,68853,
sp pirassununga,PIRASSUNUNGA,SP,3539301,68870,
sp piratininga,PIRATININGA,SP,3539400,68896,
sp pitangueiras,PITANGUEIRAS,SP,3539509,68918,
sp planalto,PLANALTO,SP,3539608,68934,
sp platina,PLATINA,SP,3539707,68950,
sp poa,POÁ,SP,3539806,68977,
sp poloni,POLONI,SP,3539905,68993,
sp pompeia,POMPÉIA,SP,3540002,69019,
sp pongai,PONGAÍ,SP,3540101,69035,
sp pontal,PONTAL,SP,3540200,69051,
sp pontalinda,PONTALINDA,SP,3540259,61808,
sp pontes gestal,PONTES GESTAL,SP,3540309,69078,
sp populina,POPULINA,SP,3540408,69094,
sp porangaba,PORANGABA,SP,3540507,69116,
sp porto feliz,PORTO FELIZ,SP,3540606,69132,
sp porto ferreira,PORTO FERREIRA,SP,3540705,69159,
sp potim,POTIM,SP,3540754,61565,
sp potirendaba,POTIRENDABA,SP,3540804,69175,
sp pracinha,PRACINHA,SP,3540853,62120,
sp pradopolis,PRADÓPOLIS,SP,3540903,69191,
sp praia grande,PRAIA GRANDE,SP,3541000,69213,
sp pratania,PRATÂNIA,SP,3541059,62146,
sp presidente alves,PRESIDENTE ALVES,SP,3541109,69230,
sp presidente bernardes,PRESIDENTE BERNARDES,SP,3541208,69256,
sp presidente epitacio,PRESIDENTE EPITÁCIO,SP,3541307,69272,
sp presidente prudente,PRESIDENTE PRUDENTE,SP,3541406,69299,
sp presidente venceslau,PRESIDENTE VENCESLAU,SP,3541505,69310,
sp promissao,PROMISSÃO,SP,3541604,69337,
sp quadra,QUADRA,SP,3541653,62162,
sp quata,QUATÁ,SP,3541703,69353,
sp queiroz,QUEIROZ,SP,3541802,69370,
sp queluz,QUELUZ,SP,3541901,69396,
sp quintana,QUINTANA,SP,3542008,69418,
sp rafard,RAFARD,SP,3542107,69434,
sp rancharia,RANCHARIA,SP,3542206,69450,
sp redencao da serra,REDENÇÃO DA SERRA,SP,3542305,69477,
sp regente feijo,REGENTE FEIJÓ,SP,3542404,69493,
sp reginopolis,REGINÓPOLIS,SP,3542503,69515,
sp registro,REGISTRO,SP,3542602,69531,
sp restinga,RESTINGA,SP,3542701,69558,
sp ribeira,RIBEIRA,SP,3542800,69574,
sp ribeirao bonito,RIBEIRÃO BONITO,SP,3542909,69590,
sp ribeirao branco,RIBEIRÃO BRANCO,SP,3543006,69612,
sp ribeirao corrente,RIBEIRÃO CORRENTE,SP,3543105,69639,
sp ribeirao do sul,RIBEIRÃO DO SUL,SP,3543204,69655,
sp ribeirao dos indios,RIBEIRÃO DOS ÍNDIOS,SP,3543238,62421,
sp ribeirao grande,RIBEIRÃO GRANDE,SP,3543253,61700,
sp ribeirao pires,RIBEIRÃO PIRES,SP,3543303,69671,
sp ribeirao preto,RIBEIRÃO PRETO,SP,3543402,69698,
sp rifaina,RIFAINA,SP,3543600,69736,
sp rincao,RINCÃO,SP,3543709,69752,
sp rinopolis,RINÓPOLIS,SP,3543808,69779,
sp rio claro,RIO CLARO,SP,3543907,69795,
sp rio das pedras,RIO DAS PEDRAS,SP,3544004,69817,
sp rio grande da serra,RIO GRANDE DA SERRA,SP,3544103,69833,
sp riolandia,RIOLÂNDIA,SP,3544202,69850,
sp riversul,RIVERSUL,SP,3543501,69710,
sp rosana,ROSANA,SP,3544251,61166,
sp roseira,ROSEIRA,SP,3544301,69876,
sp rubiacea,RUBIÁCEA,SP,3544400,69892,
sp rubineia,RUBINÉIA,SP,3544509,69914,
sp sabino,SABINO,SP,3544608,69930,
sp sagres,SAGRES,SP,3544707,69957,
sp sales,SALES,SP,3544806,69973,
sp sales oliveira,SALES OLIVEIRA,SP,3544905,69990,
sp salesopolis,SALESÓPOLIS,SP,3545001,70017,
sp salmourao,SALMOURÃO,SP,3545100,70033,
sp saltinho,SALTINHO,SP,3545159,61441,
sp salto,SALTO,SP,3545209,70050,
sp salto de pirapora,SALTO DE PIRAPORA,SP,3545308,70076,
sp salto grande,SALTO GRANDE,SP,3545407,70092,
sp sandovalina,SANDOVALINA,SP,3545506,70114,
sp santa adelia,SANTA ADÉLIA,SP,3545605,70130,
sp santa albertina,SANTA ALBERTINA,SP,3545704,70157,
sp santa barbara doeste,SANTA BÁRBARA D'OESTE,SP,3545803,70173,
sp santa branca,SANTA BRANCA,SP,3546009,70211,
sp santa clara doeste,SANTA CLARA D'OESTE,SP,3546108,70238,
sp santa cruz da conceicao,SANTA CRUZ DA CONCEIÇÃO,SP,3546207,70254,
sp santa cruz da esperanca,SANTA CRUZ DA ESPERANÇA,SP,3546256,62189,
sp santa cruz das palmeiras,SANTA CRUZ DAS PALMEIRAS,SP,3546306,70270,
sp santa cruz do rio pardo,SANTA CRUZ DO RIO PARDO,SP,3546405,70297,
sp santa ernestina,SANTA ERNESTINA,SP,3546504,70319,
sp santa fe do sul,SANTA FÉ DO SUL,SP,3546603,70335,
sp santa gertrudes,SANTA GERTRUDES,SP,3546702,70351,
sp santa isabel,SANTA ISABEL,SP,3546801,70378,
sp santa lucia,SANTA LÚCIA,SP,3546900,70394,
sp santa maria da serra,SANTA MARIA DA SERRA,SP,3547007,70416,
sp santa mercedes,SANTA MERCEDES,SP,3547106,70432,
sp santa rita do passa quatro,SANTA RITA DO PASSA QUATRO,SP,3547502,70513,
sp santa rita doeste,SANTA RITA D'OESTE,SP,3547403,70491,
sp santa rosa de viterbo,SANTA ROSA DE VITERBO,SP,3547601,70530,
sp santa salete,SANTA SALETE,SP,3547650,62200,
sp santana da ponte pensa,SANTANA DA PONTE PENSA,SP,3547205,70459,
sp santana de parnaiba,SANTANA DE PARNAÍBA,SP,3547304,70475,
sp santo anastacio,SANTO ANASTÁCIO,SP,3547700,70556,
sp santo andre,SANTO ANDRÉ,SP,3547809,70572,
sp santo antonio da alegria,SANTO ANTÔNIO DA ALEGRIA,SP,3547908,70599,
sp santo antonio de posse,SANTO ANTÔNIO DE POSSE,SP,3548005,70610,
sp santo antonio do aracangua,SANTO ANTÔNIO DO ARACANGUÁ,SP,3548054,61328,
sp santo antonio do jardim,SANTO ANTÔNIO DO JARDIM,SP,3548104,70637,
sp santo antonio do pinhal,SANTO ANTÔNIO DO PINHAL,SP,3548203,70653,
sp santo expedito,SANTO EXPEDITO,SP,3548302,70670,
sp santopolis do aguapei,SANTÓPOLIS DO AGUAPEÍ,SP,3548401,70696,
sp santos,SANTOS,SP,3548500,70718,
sp sao bento do sapucai,SÃO BENTO DO SAPUCAÍ,SP,3548609,70734,
